"","Country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","gdp_for_year....","gdp_per_capita....","generation"
"100","Australia",2003,"male","15-24 years",243,1394989,17.42,"Australia2003",466294700058,25059,"Millenials"
"101","Australia",2003,"male","55-74 years",284,1681943,16.89,"Australia2003",466294700058,25059,"Silent"
"102","Australia",2003,"female","25-34 years",106,1444160,7.34,"Australia2003",466294700058,25059,"Generation X"
"103","Australia",2003,"female","35-54 years",195,2868971,6.8,"Australia2003",466294700058,25059,"Boomers"
"104","Australia",2003,"female","55-74 years",91,1697104,5.36,"Australia2003",466294700058,25059,"Silent"
"105","Australia",2003,"female","15-24 years",48,1333189,3.6,"Australia2003",466294700058,25059,"Millenials"
"106","Australia",2003,"female","75+ years",24,716236,3.35,"Australia2003",466294700058,25059,"Silent"
"107","Australia",2003,"female","5-14 years",7,1323202,0.53,"Australia2003",466294700058,25059,"Millenials"
"108","Australia",2003,"male","5-14 years",7,1393719,0.5,"Australia2003",466294700058,25059,"Millenials"
"109","Australia",2004,"male","25-34 years",386,1441319,26.78,"Australia2004",611904253806,32454,"Generation X"
"110","Australia",2004,"male","75+ years",126,489016,25.77,"Australia2004",611904253806,32454,"Silent"
"111","Australia",2004,"male","35-54 years",655,2868425,22.83,"Australia2004",611904253806,32454,"Boomers"
"112","Australia",2004,"male","55-74 years",293,1721736,17.02,"Australia2004",611904253806,32454,"Silent"
"113","Australia",2004,"male","15-24 years",205,1420482,14.43,"Australia2004",611904253806,32454,"Millenials"
"114","Australia",2004,"female","35-54 years",183,2902618,6.3,"Australia2004",611904253806,32454,"Boomers"
"115","Australia",2004,"female","25-34 years",82,1446557,5.67,"Australia2004",611904253806,32454,"Generation X"
"116","Australia",2004,"female","75+ years",40,726532,5.51,"Australia2004",611904253806,32454,"Silent"
"117","Australia",2004,"female","15-24 years",67,1364452,4.91,"Australia2004",611904253806,32454,"Millenials"
"118","Australia",2004,"female","55-74 years",69,1741477,3.96,"Australia2004",611904253806,32454,"Silent"
"119","Australia",2004,"male","5-14 years",7,1402222,0.5,"Australia2004",611904253806,32454,"Millenials"
"120","Australia",2004,"female","5-14 years",1,1329715,0.08,"Australia2004",611904253806,32454,"Millenials"
"121","Australia",2006,"male","35-54 years",686,2894571,23.7,"Australia2006",745521862833,39014,"Boomers"
"122","Australia",2006,"male","75+ years",114,506926,22.49,"Australia2006",745521862833,39014,"Silent"
"123","Australia",2006,"male","25-34 years",277,1442942,19.2,"Australia2006",745521862833,39014,"Generation X"
"124","Australia",2006,"male","55-74 years",309,1772439,17.43,"Australia2006",745521862833,39014,"Silent"
"125","Australia",2006,"male","15-24 years",230,1446866,15.9,"Australia2006",745521862833,39014,"Millenials"
"126","Australia",2006,"female","35-54 years",195,2934459,6.65,"Australia2006",745521862833,39014,"Boomers"
"127","Australia",2006,"female","55-74 years",115,1798232,6.4,"Australia2006",745521862833,39014,"Silent"
"128","Australia",2006,"female","75+ years",41,743060,5.52,"Australia2006",745521862833,39014,"Silent"
"129","Australia",2006,"female","25-34 years",74,1444570,5.12,"Australia2006",745521862833,39014,"Generation X"
"130","Australia",2006,"female","15-24 years",68,1388615,4.9,"Australia2006",745521862833,39014,"Millenials"
"131","Australia",2006,"male","5-14 years",7,1404186,0.5,"Australia2006",745521862833,39014,"Millenials"
"132","Australia",2006,"female","5-14 years",1,1332380,0.08,"Australia2006",745521862833,39014,"Millenials"
"133","Australia",2007,"male","25-34 years",341,1470431,23.19,"Australia2007",851962785585,43171,"Generation X"
"134","Australia",2007,"male","35-54 years",687,2977977,23.07,"Australia2007",851962785585,43171,"Boomers"
"135","Australia",2007,"male","75+ years",124,539184,23,"Australia2007",851962785585,43171,"Silent"
"136","Australia",2007,"male","55-74 years",305,1877160,16.25,"Australia2007",851962785585,43171,"Silent"
"137","Australia",2007,"male","15-24 years",234,1515524,15.44,"Australia2007",851962785585,43171,"Millenials"
"138","Australia",2007,"female","35-54 years",219,3025248,7.24,"Australia2007",851962785585,43171,"Boomers"
"139","Australia",2007,"female","55-74 years",118,1911478,6.17,"Australia2007",851962785585,43171,"Silent"
"140","Australia",2007,"female","25-34 years",90,1460752,6.16,"Australia2007",851962785585,43171,"Generation X"
"141","Australia",2007,"female","15-24 years",66,1440419,4.58,"Australia2007",851962785585,43171,"Millenials"
"142","Australia",2007,"female","75+ years",33,770691,4.28,"Australia2007",851962785585,43171,"Silent"
"143","Australia",2007,"male","5-14 years",8,1408182,0.57,"Australia2007",851962785585,43171,"Generation Z"
"144","Australia",2007,"female","5-14 years",4,1337384,0.3,"Australia2007",851962785585,43171,"Generation Z"
"145","Australia",2008,"male","35-54 years",765,3015761,25.37,"Australia2008",1052584601611,52315,"Boomers"
"146","Australia",2008,"male","25-34 years",354,1512033,23.41,"Australia2008",1052584601611,52315,"Generation X"
"147","Australia",2008,"male","75+ years",121,552931,21.88,"Australia2008",1052584601611,52315,"Silent"
"148","Australia",2008,"male","55-74 years",357,1935161,18.45,"Australia2008",1052584601611,52315,"Silent"
"149","Australia",2008,"male","15-24 years",228,1560974,14.61,"Australia2008",1052584601611,52315,"Millenials"
"150","Australia",2008,"female","35-54 years",231,3066609,7.53,"Australia2008",1052584601611,52315,"Boomers"
"151","Australia",2008,"female","25-34 years",90,1494968,6.02,"Australia2008",1052584601611,52315,"Generation X"
"152","Australia",2008,"female","55-74 years",97,1974752,4.91,"Australia2008",1052584601611,52315,"Silent"
"153","Australia",2008,"female","15-24 years",60,1473105,4.07,"Australia2008",1052584601611,52315,"Millenials"
"154","Australia",2008,"female","75+ years",27,781742,3.45,"Australia2008",1052584601611,52315,"Silent"
"155","Australia",2008,"male","5-14 years",8,1411650,0.57,"Australia2008",1052584601611,52315,"Generation Z"
"156","Australia",2008,"female","5-14 years",3,1340626,0.22,"Australia2008",1052584601611,52315,"Generation Z"
"157","Australia",2009,"male","35-54 years",755,3051649,24.74,"Australia2009",926448240318,45128,"Boomers"
"158","Australia",2009,"male","75+ years",135,566784,23.82,"Australia2009",926448240318,45128,"Silent"
"159","Australia",2009,"male","25-34 years",336,1567118,21.44,"Australia2009",926448240318,45128,"Generation X"
"160","Australia",2009,"male","55-74 years",349,1991883,17.52,"Australia2009",926448240318,45128,"Silent"
"161","Australia",2009,"male","15-24 years",210,1605456,13.08,"Australia2009",926448240318,45128,"Millenials"
"162","Australia",2009,"female","35-54 years",221,3104929,7.12,"Australia2009",926448240318,45128,"Boomers"
"163","Australia",2009,"female","25-34 years",103,1541393,6.68,"Australia2009",926448240318,45128,"Generation X"
"164","Australia",2009,"female","55-74 years",116,2037989,5.69,"Australia2009",926448240318,45128,"Silent"
"165","Australia",2009,"female","75+ years",43,792218,5.43,"Australia2009",926448240318,45128,"Silent"
"166","Australia",2009,"female","15-24 years",66,1506719,4.38,"Australia2009",926448240318,45128,"Millenials"
"167","Australia",2009,"female","5-14 years",3,1345910,0.22,"Australia2009",926448240318,45128,"Generation Z"
"168","Australia",2009,"male","5-14 years",0,1417269,0,"Australia2009",926448240318,45128,"Generation Z"
"169","Australia",2010,"male","35-54 years",816,3076853,26.52,"Australia2010",1144260547873,54887,"Generation X"
"170","Australia",2010,"male","75+ years",151,582009,25.94,"Australia2010",1144260547873,54887,"Silent"
"171","Australia",2010,"male","25-34 years",311,1606526,19.36,"Australia2010",1144260547873,54887,"Generation X"
"172","Australia",2010,"male","55-74 years",360,2051197,17.55,"Australia2010",1144260547873,54887,"Silent"
"173","Australia",2010,"male","15-24 years",222,1618860,13.71,"Australia2010",1144260547873,54887,"Millenials"
"174","Australia",2010,"female","35-54 years",228,3132534,7.28,"Australia2010",1144260547873,54887,"Generation X"
"175","Australia",2010,"female","25-34 years",94,1579905,5.95,"Australia2010",1144260547873,54887,"Generation X"
"176","Australia",2010,"female","75+ years",43,805401,5.34,"Australia2010",1144260547873,54887,"Silent"
"177","Australia",2010,"female","15-24 years",80,1521652,5.26,"Australia2010",1144260547873,54887,"Millenials"
"178","Australia",2010,"female","55-74 years",104,2103428,4.94,"Australia2010",1144260547873,54887,"Silent"
"179","Australia",2010,"male","5-14 years",7,1420846,0.49,"Australia2010",1144260547873,54887,"Generation Z"
"180","Australia",2010,"female","5-14 years",4,1348336,0.3,"Australia2010",1144260547873,54887,"Generation Z"
"181","Australia",2011,"male","75+ years",146,588053,24.83,"Australia2011",1394280784778,66770,"Silent"
"182","Australia",2011,"male","35-54 years",704,3072726,22.91,"Australia2011",1394280784778,66770,"Generation X"
"183","Australia",2011,"male","25-34 years",347,1610295,21.55,"Australia2011",1394280784778,66770,"Millenials"
"184","Australia",2011,"male","55-74 years",366,2104816,17.39,"Australia2011",1394280784778,66770,"Boomers"
"185","Australia",2011,"male","15-24 years",242,1570069,15.41,"Australia2011",1394280784778,66770,"Millenials"
"186","Australia",2011,"female","35-54 years",230,3124328,7.36,"Australia2011",1394280784778,66770,"Generation X"
"187","Australia",2011,"female","15-24 years",93,1495053,6.22,"Australia2011",1394280784778,66770,"Millenials"
"188","Australia",2011,"female","55-74 years",118,2139108,5.52,"Australia2011",1394280784778,66770,"Boomers"
"189","Australia",2011,"female","75+ years",45,817927,5.5,"Australia2011",1394280784778,66770,"Silent"
"190","Australia",2011,"female","25-34 years",85,1584036,5.37,"Australia2011",1394280784778,66770,"Millenials"
"191","Australia",2011,"female","5-14 years",9,1351751,0.67,"Australia2011",1394280784778,66770,"Generation Z"
"192","Australia",2011,"male","5-14 years",7,1423748,0.49,"Australia2011",1394280784778,66770,"Generation Z"
"193","Australia",2012,"male","75+ years",158,606842,26.04,"Australia2012",1543411012580,72669,"Silent"
"194","Australia",2012,"male","35-54 years",802,3098534,25.88,"Australia2012",1543411012580,72669,"Generation X"
"195","Australia",2012,"male","25-34 years",351,1657638,21.17,"Australia2012",1543411012580,72669,"Millenials"
"196","Australia",2012,"male","55-74 years",396,2162980,18.31,"Australia2012",1543411012580,72669,"Boomers"
"197","Australia",2012,"male","15-24 years",217,1579672,13.74,"Australia2012",1543411012580,72669,"Millenials"
"198","Australia",2012,"female","35-54 years",258,3149749,8.19,"Australia2012",1543411012580,72669,"Generation X"
"199","Australia",2012,"female","15-24 years",109,1503934,7.25,"Australia2012",1543411012580,72669,"Millenials"
"200","Australia",2012,"female","75+ years",52,832122,6.25,"Australia2012",1543411012580,72669,"Silent"
"201","Australia",2012,"female","25-34 years",98,1630077,6.01,"Australia2012",1543411012580,72669,"Millenials"
"202","Australia",2012,"female","55-74 years",123,2206179,5.58,"Australia2012",1543411012580,72669,"Boomers"
"203","Australia",2012,"female","5-14 years",10,1368580,0.73,"Australia2012",1543411012580,72669,"Generation Z"
"204","Australia",2012,"male","5-14 years",6,1442602,0.42,"Australia2012",1543411012580,72669,"Generation Z"
"205","Australia",2013,"male","75+ years",160,627275,25.51,"Australia2013",1573696522007,72856,"Silent"
"206","Australia",2013,"male","35-54 years",754,3118829,24.18,"Australia2013",1573696522007,72856,"Generation X"
"207","Australia",2013,"male","25-34 years",329,1702401,19.33,"Australia2013",1573696522007,72856,"Millenials"
"208","Australia",2013,"male","55-74 years",418,2221866,18.81,"Australia2013",1573696522007,72856,"Boomers"
"209","Australia",2013,"male","15-24 years",267,1591539,16.78,"Australia2013",1573696522007,72856,"Millenials"
"210","Australia",2013,"female","35-54 years",275,3171477,8.67,"Australia2013",1573696522007,72856,"Generation X"
"211","Australia",2013,"female","55-74 years",145,2276104,6.37,"Australia2013",1573696522007,72856,"Boomers"
"212","Australia",2013,"female","15-24 years",95,1512779,6.28,"Australia2013",1573696522007,72856,"Millenials"
"213","Australia",2013,"female","25-34 years",95,1676648,5.67,"Australia2013",1573696522007,72856,"Millenials"
"214","Australia",2013,"female","75+ years",48,847577,5.66,"Australia2013",1573696522007,72856,"Silent"
"215","Australia",2013,"male","5-14 years",16,1464302,1.09,"Australia2013",1573696522007,72856,"Generation Z"
"216","Australia",2013,"female","5-14 years",6,1389383,0.43,"Australia2013",1573696522007,72856,"Generation Z"
"217","Australia",2014,"male","35-54 years",866,3130341,27.66,"Australia2014",1464955475994,66809,"Generation X"
"218","Australia",2014,"male","75+ years",164,649925,25.23,"Australia2014",1464955475994,66809,"Silent"
"219","Australia",2014,"male","25-34 years",404,1730968,23.34,"Australia2014",1464955475994,66809,"Millenials"
"220","Australia",2014,"male","55-74 years",471,2279114,20.67,"Australia2014",1464955475994,66809,"Boomers"
"221","Australia",2014,"male","15-24 years",271,1604935,16.89,"Australia2014",1464955475994,66809,"Millenials"
"222","Australia",2014,"female","35-54 years",277,3189475,8.68,"Australia2014",1464955475994,66809,"Generation X"
"223","Australia",2014,"female","25-34 years",119,1716803,6.93,"Australia2014",1464955475994,66809,"Millenials"
"224","Australia",2014,"female","55-74 years",157,2344644,6.7,"Australia2014",1464955475994,66809,"Boomers"
"225","Australia",2014,"female","15-24 years",96,1520955,6.31,"Australia2014",1464955475994,66809,"Millenials"
"226","Australia",2014,"female","75+ years",45,865915,5.2,"Australia2014",1464955475994,66809,"Silent"
"227","Australia",2014,"female","5-14 years",15,1408758,1.06,"Australia2014",1464955475994,66809,"Generation Z"
"228","Australia",2014,"male","5-14 years",6,1485754,0.4,"Australia2014",1464955475994,66809,"Generation Z"
"229","Australia",2015,"male","35-54 years",944,3149299,29.97,"Australia2015",1349034029453,60656,"Generation X"
"230","Australia",2015,"male","75+ years",181,673787,26.86,"Australia2015",1349034029453,60656,"Silent"
"231","Australia",2015,"male","25-34 years",423,1762265,24,"Australia2015",1349034029453,60656,"Millenials"
"232","Australia",2015,"male","55-74 years",457,2337430,19.55,"Australia2015",1349034029453,60656,"Boomers"
"233","Australia",2015,"male","15-24 years",281,1608990,17.46,"Australia2015",1349034029453,60656,"Millenials"
"234","Australia",2015,"female","35-54 years",294,3203643,9.18,"Australia2015",1349034029453,60656,"Generation X"
"235","Australia",2015,"female","15-24 years",110,1526305,7.21,"Australia2015",1349034029453,60656,"Millenials"
"236","Australia",2015,"female","25-34 years",119,1747715,6.81,"Australia2015",1349034029453,60656,"Millenials"
"237","Australia",2015,"female","55-74 years",152,2411343,6.3,"Australia2015",1349034029453,60656,"Boomers"
"238","Australia",2015,"female","75+ years",52,884347,5.88,"Australia2015",1349034029453,60656,"Silent"
"239","Australia",2015,"female","5-14 years",8,1428159,0.56,"Australia2015",1349034029453,60656,"Generation Z"
"240","Australia",2015,"male","5-14 years",6,1507502,0.4,"Australia2015",1349034029453,60656,"Generation Z"
"241","Austria",1995,"male","75+ years",184,147262,124.95,"Austria1995",241038283063,32237,"G.I. Generation"
"242","Austria",1995,"male","55-74 years",333,670553,49.66,"Austria1995",241038283063,32237,"Silent"
"243","Austria",1995,"male","35-54 years",437,1074328,40.68,"Austria1995",241038283063,32237,"Boomers"
"244","Austria",1995,"male","25-34 years",237,707468,33.5,"Austria1995",241038283063,32237,"Generation X"
"245","Austria",1995,"female","75+ years",100,341098,29.32,"Austria1995",241038283063,32237,"G.I. Generation"
"246","Austria",1995,"male","15-24 years",134,509262,26.31,"Austria1995",241038283063,32237,"Generation X"
"247","Austria",1995,"female","55-74 years",141,843210,16.72,"Austria1995",241038283063,32237,"Silent"
"248","Austria",1995,"female","35-54 years",136,1065630,12.76,"Austria1995",241038283063,32237,"Boomers"
"249","Austria",1995,"female","25-34 years",59,678262,8.7,"Austria1995",241038283063,32237,"Generation X"
"250","Austria",1995,"female","15-24 years",19,495368,3.84,"Austria1995",241038283063,32237,"Generation X"
"251","Austria",1995,"male","5-14 years",8,483644,1.65,"Austria1995",241038283063,32237,"Millenials"
"252","Austria",1995,"female","5-14 years",0,460945,0,"Austria1995",241038283063,32237,"Millenials"
"253","Austria",1996,"male","75+ years",188,151691,123.94,"Austria1996",237250948791,31660,"G.I. Generation"
"254","Austria",1996,"male","55-74 years",381,690803,55.15,"Austria1996",237250948791,31660,"Silent"
"255","Austria",1996,"male","35-54 years",452,1080848,41.82,"Austria1996",237250948791,31660,"Boomers"
"256","Austria",1996,"female","75+ years",112,351514,31.86,"Austria1996",237250948791,31660,"G.I. Generation"
"257","Austria",1996,"male","25-34 years",203,696869,29.13,"Austria1996",237250948791,31660,"Generation X"
"258","Austria",1996,"male","15-24 years",108,498112,21.68,"Austria1996",237250948791,31660,"Generation X"
"259","Austria",1996,"female","55-74 years",126,850049,14.82,"Austria1996",237250948791,31660,"Silent"
"260","Austria",1996,"female","35-54 years",140,1070879,13.07,"Austria1996",237250948791,31660,"Boomers"
"261","Austria",1996,"female","25-34 years",53,672341,7.88,"Austria1996",237250948791,31660,"Generation X"
"262","Austria",1996,"female","15-24 years",12,485090,2.47,"Austria1996",237250948791,31660,"Generation X"
"263","Austria",1996,"male","5-14 years",4,483799,0.83,"Austria1996",237250948791,31660,"Millenials"
"264","Austria",1996,"female","5-14 years",0,461711,0,"Austria1996",237250948791,31660,"Millenials"
"265","Austria",1997,"male","75+ years",159,156997,101.28,"Austria1997",212790348405,28325,"G.I. Generation"
"266","Austria",1997,"male","55-74 years",313,704226,44.45,"Austria1997",212790348405,28325,"Silent"
"267","Austria",1997,"male","35-54 years",379,1095317,34.6,"Austria1997",212790348405,28325,"Boomers"
"268","Austria",1997,"male","25-34 years",201,682210,29.46,"Austria1997",212790348405,28325,"Generation X"
"269","Austria",1997,"male","15-24 years",121,490385,24.67,"Austria1997",212790348405,28325,"Generation X"
"270","Austria",1997,"female","75+ years",83,363002,22.86,"Austria1997",212790348405,28325,"G.I. Generation"
"271","Austria",1997,"female","55-74 years",131,850056,15.41,"Austria1997",212790348405,28325,"Silent"
"272","Austria",1997,"female","35-54 years",131,1084510,12.08,"Austria1997",212790348405,28325,"Boomers"
